
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
     113.800    4259.256    3717.981   -3724.007       0.006       0.017      -0.001      -3.887     -22.413       0.440      -0.086      -0.163       0.009
     113.900    4259.254    3718.511   -3723.454       0.006       0.017      -0.001      -3.860     -22.281       0.437      -0.085      -0.161       0.009
     114.000    4259.251    3719.041   -3722.900       0.006       0.017      -0.001      -3.834     -22.149       0.434      -0.085      -0.159       0.009
     114.100    4259.249    3719.571   -3722.346       0.006       0.017      -0.001      -3.808     -22.017       0.431      -0.084      -0.158       0.009
     114.200    4259.246    3720.100   -3721.792       0.006       0.016      -0.001      -3.783     -21.885       0.428      -0.084      -0.156       0.009
     114.300    4259.243    3720.630   -3721.239       0.006       0.016      -0.001      -3.757     -21.754       0.425      -0.083      -0.154       0.009
     114.400    4259.240    3721.159   -3720.685       0.006       0.016      -0.001      -3.732     -21.623       0.422      -0.083      -0.153       0.009
     114.500    4259.238    3721.689   -3720.131       0.006       0.016      -0.001      -3.707     -21.492       0.419      -0.082      -0.151       0.009
     114.600    4259.235    3722.218   -3719.577       0.006       0.016      -0.001      -3.682     -21.362       0.416      -0.081      -0.149       0.009
     114.700    4259.232    3722.748   -3719.023       0.005       0.016      -0.001      -3.657     -21.232       0.413      -0.081      -0.148       0.009
     114.800    4259.229    3723.277   -3718.469       0.005       0.016      -0.001      -3.632     -21.102       0.410      -0.080      -0.146       0.009
     114.900    4259.226    3723.806   -3717.914       0.005       0.016      -0.001      -3.607     -20.973       0.407      -0.080      -0.145       0.009
     115.000    4259.223    3724.336   -3717.360       0.005       0.016      -0.001      -3.583     -20.844       0.404      -0.079      -0.143       0.009
     115.100    4259.220    3724.865   -3716.806       0.005       0.016      -0.001      -3.559     -20.715       0.401      -0.079      -0.142       0.009
     115.200    4259.216    3725.394   -3716.252       0.005       0.015      -0.001      -3.535     -20.587       0.398      -0.078      -0.140       0.008
     115.300    4259.213    3725.923   -3715.697       0.005       0.015      -0.001      -3.511     -20.459       0.395      -0.078      -0.138       0.008
     115.400    4259.210    3726.452   -3715.143       0.005       0.015      -0.001      -3.487     -20.331       0.392      -0.077      -0.137       0.008
     115.500    4259.206    3726.981   -3714.589       0.005       0.015      -0.001      -3.463     -20.204       0.389      -0.077      -0.135       0.008
     115.600    4259.203    3727.510   -3714.034       0.005       0.015      -0.001      -3.440     -20.077       0.387      -0.076      -0.134       0.008
     115.700    4259.199    3728.039   -3713.480       0.005       0.015      -0.001      -3.417     -19.950       0.384      -0.076      -0.132       0.008
     115.800    4259.196    3728.568   -3712.925       0.005       0.015      -0.001      -3.394     -19.824       0.381      -0.075      -0.131       0.008
     115.900    4259.192    3729.097   -3712.371       0.005       0.015      -0.001      -3.371     -19.698       0.378      -0.075      -0.129       0.008
     116.000    4259.189    3729.626   -3711.816       0.005       0.015      -0.001      -3.348     -19.573       0.376      -0.074      -0.128       0.008
     116.100    4259.185    3730.154   -3711.261       0.005       0.015      -0.001      -3.325     -19.448       0.373      -0.074      -0.126       0.008
     116.200    4259.181    3730.683   -3710.706       0.005       0.014      -0.001      -3.303     -19.323       0.370      -0.073      -0.125       0.008
     116.300    4259.177    3731.212   -3710.152       0.005       0.014      -0.001      -3.281     -19.198       0.368      -0.073      -0.124       0.008
     116.400    4259.174    3731.740   -3709.597       0.005       0.014      -0.001      -3.258     -19.074       0.365      -0.072      -0.122       0.008
     116.500    4259.170    3732.269   -3709.042       0.005       0.014      -0.001      -3.236     -18.951       0.362      -0.072      -0.121       0.008
     116.600    4259.166    3732.797   -3708.487       0.005       0.014      -0.001      -3.214     -18.828       0.360      -0.071      -0.119       0.008
     116.700    4259.162    3733.326   -3707.932       0.005       0.014      -0.001      -3.193     -18.705       0.357      -0.071      -0.118       0.008
     116.800    4259.158    3733.854   -3707.377       0.005       0.014      -0.001      -3.171     -18.582       0.355      -0.070      -0.117       0.008
     116.900    4259.153    3734.383   -3706.822       0.005       0.014      -0.001      -3.150     -18.460       0.352      -0.070      -0.115       0.007
     117.000    4259.149    3734.911   -3706.267       0.005       0.014      -0.001      -3.128     -18.338       0.350      -0.069      -0.114       0.007
     117.100    4259.145    3735.439   -3705.712       0.005       0.014      -0.001      -3.107     -18.217       0.347      -0.069      -0.112       0.007
     117.200    4259.141    3735.967   -3705.156       0.005       0.014      -0.001      -3.086     -18.096       0.345      -0.068      -0.111       0.007
     117.300    4259.136    3736.495   -3704.601       0.005       0.013      -0.001      -3.065     -17.976       0.342      -0.068      -0.110       0.007
     117.400    4259.132    3737.024   -3704.046       0.005       0.013      -0.001      -3.045     -17.856       0.340      -0.067      -0.108       0.007
     117.500    4259.128    3737.552   -3703.490       0.005       0.013      -0.001      -3.024     -17.736       0.337      -0.067      -0.107       0.007
     117.600    4259.123    3738.080   -3702.935       0.005       0.013      -0.000      -3.004     -17.616       0.335      -0.066      -0.106       0.007
     117.700    4259.118    3738.608   -3702.379       0.004       0.013      -0.000      -2.983     -17.497       0.332      -0.066      -0.104       0.007
     117.800    4259.114    3739.136   -3701.824       0.004       0.013      -0.000      -2.963     -17.379       0.330      -0.066      -0.103       0.007
     117.900    4259.109    3739.663   -3701.268       0.004       0.013      -0.000      -2.943     -17.261       0.328      -0.065      -0.102       0.007
     118.000    4259.104    3740.191   -3700.713       0.004       0.013      -0.000      -2.923     -17.143       0.325      -0.065      -0.100       0.007
     118.100    4259.100    3740.719   -3700.157       0.004       0.013      -0.000      -2.903     -17.026       0.323      -0.064      -0.099       0.007
     118.200    4259.095    3741.247   -3699.601       0.004       0.013      -0.000      -2.884     -16.909       0.321      -0.064      -0.098       0.007
     118.300    4259.090    3741.774   -3699.046       0.004       0.013      -0.000      -2.864     -16.792       0.318      -0.063      -0.097       0.007
     118.400    4259.085    3742.302   -3698.490       0.004       0.013      -0.000      -2.845     -16.676       0.316      -0.063      -0.095       0.007
     118.500    4259.080    3742.830   -3697.934       0.004       0.012      -0.000      -2.826     -16.560       0.314      -0.063      -0.094       0.007
     118.600    4259.075    3743.357   -3697.378       0.004       0.012      -0.000      -2.807     -16.445       0.312      -0.062      -0.093       0.007
     118.700    4259.070    3743.885   -3696.822       0.004       0.012      -0.000      -2.788     -16.330       0.309      -0.062      -0.092       0.007
     118.800    4259.065    3744.412   -3696.266       0.004       0.012      -0.000      -2.769     -16.216       0.307      -0.061      -0.090       0.007
     118.900    4259.059    3744.939   -3695.710       0.004       0.012      -0.000      -2.750     -16.102       0.305      -0.061      -0.089       0.006
     119.000    4259.054    3745.467   -3695.154       0.004       0.012      -0.000      -2.731     -15.988       0.303      -0.060      -0.088       0.006
     119.100    4259.049    3745.994   -3694.598       0.004       0.012      -0.000      -2.713     -15.875       0.301      -0.060      -0.087       0.006
     119.200    4259.043    3746.521   -3694.042       0.004       0.012      -0.000      -2.695     -15.762       0.299      -0.060      -0.086       0.006
     119.300    4259.038    3747.049   -3693.486       0.004       0.012      -0.000      -2.676     -15.650       0.296      -0.059      -0.084       0.006
     119.400    4259.032    3747.576   -3692.929       0.004       0.012      -0.000      -2.658     -15.538       0.294      -0.059      -0.083       0.006
     119.500    4259.027    3748.103   -3692.373       0.004       0.012      -0.000      -2.640     -15.426       0.292      -0.058      -0.082       0.006
     119.600    4259.021    3748.630   -3691.817       0.004       0.011      -0.000      -2.622     -15.315       0.290      -0.058      -0.081       0.006
     119.700    4259.015    3749.157   -3691.260       0.004       0.011      -0.000      -2.605     -15.205       0.288      -0.058      -0.080       0.006
